,x,y,value
0,71,6,-987.0
94,38,66,
107,26,69,-987.0
125,96,94,-987.0
176,79,43,-987.0
186,60,38,
204,83,8,-987.0
206,2,93,-987.0
216,90,59,-987.0
219,5,42,-987.0
240,54,67,
291,12,9,-987.0
298,49,37,
335,59,0,-987.0
378,12,84,-987.0
392,8,38,
427,4,3,-987.0
435,64,29,-987.0
447,71,73,
480,47,21,-987.0
526,24,56,-987.0
541,27,47,-987.0
554,75,78,
608,7,56,-987.0
616,35,62,
635,55,87,
636,58,17,-987.0
639,9,95,-987.0
647,34,7,-987.0
663,35,5,-987.0
682,6,51,-987.0
687,89,60,-987.0
693,35,59,
695,73,82,
697,6,77,-987.0
710,66,56,
736,12,30,-987.0
761,43,41,
770,34,98,-987.0
872,94,60,-987.0
885,45,25,
984,67,56,
1003,6,0,-987.0
1039,78,62,-987.0
1128,42,78,
1132,94,76,-987.0
1158,43,31,
1165,12,64,-987.0
1192,40,76,
1225,85,64,-987.0
1286,86,75,-987.0
1291,53,36,
1310,4,64,-987.0
1328,67,57,
1335,54,72,
1377,34,94,-987.0
1394,34,59,
1418,84,39,-987.0
1444,47,45,
1455,45,59,
1465,20,59,-987.0
1482,68,65,
1494,65,28,-987.0
1578,86,96,-987.0
1641,88,14,-987.0
1667,20,6,-987.0
1674,72,40,-987.0
1681,36,27,
1721,58,51,
1731,31,65,
1737,38,60,
1777,82,62,-987.0
1886,15,23,-987.0
1894,12,92,-987.0
1964,16,30,-987.0
2048,53,26,-987.0
2063,37,80,-987.0
2073,96,63,-987.0
2076,90,5,-987.0
2172,93,28,-987.0
2177,78,77,-987.0
2197,79,60,-987.0
2246,61,47,
2253,45,8,-987.0
2284,25,46,-987.0
2293,5,0,-987.0
2318,97,87,-987.0
2338,4,38,-987.0
2359,18,6,-987.0
2455,99,6,-987.0
2458,85,19,-987.0
2474,29,39,-987.0
2498,72,44,-987.0
2544,57,26,-987.0
2545,81,94,-987.0
2585,54,21,-987.0
2603,77,32,-987.0
2658,92,95,-987.0
2661,45,36,
2750,31,18,
2753,91,89,-987.0
2816,33,36,
2833,25,9,-987.0
2924,1,6,-987.0
2932,80,21,-987.0
2945,8,15,-987.0
2956,50,11,-987.0
2969,5,92,-987.0
2995,33,44,-987.0
3013,25,10,-987.0
3105,72,23,-987.0
3121,82,56,-987.0
3206,31,77,-987.0
3213,77,48,-987.0
3235,8,16,-987.0
3270,10,35,
3297,3,40,-987.0
3321,9,38,
3353,88,54,-987.0
3361,6,27,-987.0
3420,26,20,-987.0
3470,40,66,
3487,55,94,-987.0
3499,36,20,
3530,50,0,-987.0
3555,34,51,
3643,23,10,-987.0
3664,49,79,
3713,77,18,-987.0
3810,31,44,-987.0
3821,85,96,-987.0
3835,2,20,-987.0
3936,14,25,-987.0
3965,79,30,-987.0
3981,62,12,-987.0
3998,81,30,-987.0
3999,81,66,-987.0
4009,11,70,-987.0
4022,56,51,
4051,73,67,-987.0
4091,1,65,-987.0
4094,53,64,
4096,34,45,-987.0
4210,46,3,-987.0
4269,32,78,-987.0
4274,91,90,-987.0
4309,97,59,-987.0
4361,85,58,-987.0
4372,34,28,
4462,78,17,-987.0
4466,21,30,-987.0
4470,5,84,-987.0
4472,21,5,-987.0
4474,99,27,-987.0
4518,40,67,
4743,91,94,-987.0
4862,66,20,-987.0
4929,28,11,-987.0
5000,82,36,-987.0
5005,40,49,
5040,76,67,-987.0
5072,24,36,-987.0
5083,74,24,-987.0
5109,70,74,
5110,54,98,-987.0
5190,68,64,
5192,61,59,
5222,9,98,-987.0
5230,29,53,
5277,26,15,-987.0
5278,7,67,-987.0
5304,36,88,-987.0
5346,64,91,-987.0
5379,7,81,-987.0
5387,25,40,-987.0
5436,82,99,-987.0
5456,20,85,375.0
5512,28,33,-987.0
5567,11,17,-987.0
5573,67,2,-987.0
5590,82,65,-987.0
5627,54,6,-987.0
5654,75,5,-987.0
5680,69,44,
5684,55,84,
5738,71,8,-987.0
5744,63,35,-987.0
5758,84,43,-987.0
5773,55,26,-987.0
5803,51,33,
5814,95,35,-987.0
5902,23,9,-987.0
5954,84,24,-987.0
5957,34,19,
5976,85,48,-987.0
6032,28,1,-987.0
6043,58,18,-987.0
6102,38,25,
6109,64,2,-987.0
6113,38,45,-987.0
6119,49,11,-987.0
6128,59,47,
6156,63,91,-987.0
6178,2,61,-987.0
6210,20,58,-987.0
6326,26,87,829.0
6332,67,91,-987.0
6355,13,19,-987.0
6401,28,2,-987.0
6428,26,80,-987.0
6458,21,89,-987.0
6515,56,27,-987.0
6519,29,72,-987.0
6604,49,20,-987.0
6606,74,81,
6616,26,66,-987.0
6635,11,38,
6658,64,45,
6675,34,76,-987.0
6682,16,71,-987.0
6702,38,49,
6734,48,97,-987.0
6737,88,82,-987.0
6799,75,49,-987.0
6812,22,32,-987.0
6851,21,40,-987.0
6899,14,5,-987.0
6915,90,22,-987.0
