,x,y,value
22,90,59,-1.0
38,62,58,
45,61,97,-1.0
68,64,61,
111,53,35,
228,89,28,-1.0
256,93,54,-1.0
272,94,16,-1.0
291,79,77,-1.0
386,81,84,-1.0
399,1,79,-1.0
426,84,68,-1.0
448,50,31,
458,15,49,-1.0
482,52,72,
487,76,15,-1.0
488,94,88,0.0
572,90,68,-1.0
580,81,29,-1.0
582,76,80,
717,31,20,
745,14,7,-1.0
761,34,68,
764,77,97,-1.0
787,91,73,-1.0
819,99,64,-1.0
838,67,76,
862,73,62,-1.0
891,84,65,-1.0
943,51,88,
974,63,53,
982,82,4,-1.0
991,12,54,-1.0
1025,82,30,-1.0
1031,7,82,-1.0
1055,48,39,
1102,45,18,-1.0
1119,24,54,-1.0
1123,38,78,-1.0
1132,49,93,-1.0
1149,49,31,
1183,20,44,-1.0
1329,96,42,-1.0
1330,0,65,-1.0
1386,56,0,-1.0
1421,53,33,
1439,84,8,-1.0
1440,35,50,
1522,86,33,-1.0
1551,70,68,-1.0
1622,49,33,
1640,43,57,
1690,61,70,
1719,87,56,-1.0
1758,45,0,-1.0
1760,39,60,
1770,43,23,
1774,58,56,
1776,59,1,-1.0
1796,37,35,
1816,82,66,-1.0
1821,56,78,
1840,30,13,
1850,49,89,
1859,69,28,-1.0
1870,80,43,-1.0
1873,37,17,
1910,51,95,-1.0
1923,68,59,
1975,60,65,
1994,47,18,-1.0
2052,5,78,-1.0
2065,99,3,-1.0
2071,64,19,-1.0
2079,82,68,-1.0
2086,9,71,-1.0
2093,57,19,-1.0
2095,72,1,-1.0
2112,18,39,-1.0
2152,70,75,
2190,31,59,
2200,88,62,-1.0
2232,72,28,-1.0
2310,91,96,-1.0
2330,62,8,-1.0
2387,2,28,-1.0
2410,28,41,-1.0
2426,28,37,-1.0
2443,17,88,-1.0
2483,26,38,-1.0
2531,83,92,-1.0
2562,37,3,-1.0
2565,16,50,-1.0
2590,79,59,-1.0
2599,19,80,-1.0
2649,97,71,-1.0
2663,91,46,-1.0
2671,10,54,-1.0
2678,31,44,-1.0
2715,46,17,-1.0
2721,29,4,-1.0
2749,55,29,-1.0
2758,23,72,-1.0
2785,66,27,-1.0
2792,48,41,
2818,6,91,-1.0
2823,68,71,
2858,35,23,
2881,96,11,-1.0
2885,3,50,-1.0
2900,53,8,-1.0
2913,66,97,-1.0
2940,26,63,
2948,28,66,
2953,65,45,
3108,94,32,-1.0
3128,28,17,-1.0
3138,56,32,-1.0
3149,2,70,-1.0
3174,77,13,-1.0
3194,45,31,
3225,76,81,
3227,50,25,-1.0
3228,5,43,-1.0
3256,21,89,-1.0
3276,5,60,-1.0
3308,71,67,-1.0
3317,4,18,-1.0
3329,12,39,
3390,15,56,-1.0
3461,39,57,
3473,3,68,-1.0
3493,27,8,-1.0
3518,83,77,-1.0
3605,16,24,-1.0
3628,43,90,-1.0
3667,41,23,
3686,26,79,-1.0
3713,98,65,-1.0
3722,26,2,-1.0
3753,59,17,-1.0
3767,1,81,-1.0
3840,62,73,
3873,47,81,
3885,5,89,-1.0
3886,63,73,
3920,72,50,-1.0
3936,8,10,-1.0
3969,45,34,
3989,49,41,
3997,35,91,-1.0
4009,4,39,-1.0
