,x,y,value
6,18,28,78.0
12,84,78,78.0
17,49,32,
33,25,20,78.0
40,87,26,78.0
46,66,47,
65,72,57,78.0
90,14,41,
127,47,98,78.0
172,18,25,78.0
323,24,19,78.0
359,1,12,78.0
389,59,46,
444,34,8,78.0
482,22,0,78.0
500,52,25,78.0
513,62,14,78.0
524,87,96,78.9
538,85,84,78.0
568,80,65,78.0
616,15,26,78.0
632,34,78,78.0
634,6,2,78.0
683,60,11,78.0
698,89,12,78.0
721,6,88,78.0
740,34,33,
756,25,74,78.0
772,53,11,78.0
820,7,13,78.0
827,61,34,78.0
854,3,49,78.0
877,86,1,78.0
931,70,18,78.0
950,39,64,
965,24,20,78.0
970,11,2,78.0
997,43,51,
1009,15,33,78.0
1019,10,79,78.0
1035,4,79,78.0
1068,83,98,78.9
1103,43,59,
1137,19,3,78.0
1152,94,64,78.0
1197,41,7,78.0
1221,9,39,
1278,53,68,
1284,30,10,
1306,58,12,78.0
1308,34,32,
1323,95,28,78.0
1351,80,47,78.67500000000001
1371,37,33,
1417,51,90,78.0
1431,76,68,78.0
1435,31,87,78.0
1457,4,76,78.0
1461,25,30,78.0
1468,40,92,78.0
1474,91,49,78.67500000000001
1598,63,53,
1631,94,85,78.0
1708,42,91,78.0
1755,89,56,78.67500000000001
1811,84,85,78.0
1826,5,67,78.0
1908,30,89,78.0
1914,9,7,78.0
1950,8,27,78.0
2006,59,90,78.0
2063,81,3,78.0
2069,10,36,
2075,41,93,78.0
2080,43,0,78.0
2086,84,99,78.9
2103,16,45,78.0
2203,67,13,78.0
2254,48,85,
2291,47,11,78.0
2307,8,2,78.0
2369,55,96,78.0
2436,73,74,
2465,69,76,
2477,23,79,78.0
2489,35,85,78.0
2499,81,24,78.0
2546,40,62,
2550,45,40,
2585,58,24,78.0
2622,83,36,78.0
2640,66,20,78.0
2772,18,98,78.0
2802,71,10,78.0
2816,81,45,78.67500000000001
2819,51,98,78.0
2829,3,6,78.45
2916,76,94,78.0
3034,87,61,78.0
3165,53,97,78.0
3185,14,1,78.0
3205,59,65,
3231,25,25,78.0
3244,91,86,78.0
3262,31,5,78.0
3268,0,81,78.0
3291,96,65,78.0
3311,44,54,
3331,21,61,78.0
3339,66,11,78.0
3375,56,95,78.0
3397,9,74,78.0
3406,61,83,
3413,86,80,78.0
3428,54,62,
3488,61,19,78.0
3565,94,74,78.0
3571,91,57,78.67500000000001
3579,51,70,
3787,61,61,
3792,45,65,
3816,33,0,78.0
3840,55,82,
3883,64,52,
3924,37,77,78.0
3941,18,44,78.0
3981,20,34,78.0
3993,46,12,78.0
4005,59,74,
4046,76,59,78.0
4131,6,91,78.0
4208,5,61,78.0
4266,17,93,78.0
4268,59,1,78.0
4274,43,88,
4342,87,83,78.0
4352,95,81,78.0
4402,41,56,
4408,54,11,78.0
4444,63,83,
4485,87,49,78.67500000000001
4500,47,15,78.0
4508,4,25,78.0
4630,32,10,78.0
4673,99,77,78.0
4685,91,90,78.0
4705,3,20,78.0
4789,30,47,78.0
4808,67,36,
4828,3,70,78.0
4867,88,18,78.0
4871,11,25,78.0
4884,45,86,
4897,61,40,
4917,78,86,
4968,76,25,78.225
5037,60,76,
5047,0,55,78.0
5106,7,11,78.0
5108,77,75,78.0
5110,43,32,
5119,88,64,78.0
5127,19,4,78.0
5135,57,26,78.0
5141,77,12,78.0
5145,35,57,
5152,98,27,78.0
5169,11,1,78.0
5215,92,33,78.0
5223,3,38,78.0
5232,40,31,
5293,75,91,78.0
5358,96,23,78.0
5377,81,89,78.0
5410,92,64,78.0
5412,72,58,78.0
5438,46,50,
5442,30,67,
5446,5,16,78.0
5464,19,80,78.0
5505,96,59,78.0
5575,64,69,
5617,84,92,78.0
5658,50,72,
5665,79,28,78.0
5727,77,81,
5778,83,37,78.0
5809,76,8,78.0
5810,48,76,
5859,3,80,78.0
5871,63,13,78.0
5974,2,89,78.0
5981,28,40,78.0
6077,5,37,78.0
6085,66,53,
6107,87,47,78.67500000000001
6150,29,71,78.0
6158,11,19,78.0
6198,41,30,
6215,48,98,78.0
6253,82,45,78.67500000000001
6285,62,95,78.0
6288,5,1,78.0
6290,2,13,78.0
6322,8,38,
6358,12,82,78.0
6378,70,34,78.225
6394,83,66,78.0
6410,80,75,78.0
6445,18,1,78.0
6495,36,32,
6498,81,98,78.0
6519,93,71,78.0
6554,13,65,78.0
6647,94,1,78.0
6683,44,97,78.0
6711,15,35,78.0
6717,64,16,78.0
6816,57,95,78.0
6863,56,70,
6870,61,41,
6969,0,93,78.0
6990,61,97,78.0
6994,94,15,78.0
6996,5,89,78.0
7080,76,29,78.225
7093,17,0,78.0
7136,98,10,78.0
7171,97,59,78.0
7213,86,97,78.9
7293,55,57,
7327,89,50,78.67500000000001
7330,0,15,78.0
7353,66,22,78.0
7362,24,86,78.0
7471,34,28,
7481,72,21,78.0
7491,23,62,78.0
7529,23,88,78.0
7533,85,24,78.0
7596,26,49,78.0
7628,87,82,78.0
7669,47,13,78.0
7682,46,56,
7703,95,77,78.0
7727,7,6,78.0
7789,29,74,78.0
7801,39,87,78.0
7836,97,81,78.0
7889,64,65,
7926,67,68,
8034,96,41,78.0
8090,76,33,78.225
8130,11,39,
8159,88,22,78.0
8171,19,43,78.0
8194,10,11,78.0
8220,0,10,78.0
8246,67,16,78.0
8287,79,41,78.0
8303,72,77,
8305,21,46,78.0
8331,59,26,78.0
8348,24,73,78.0
8396,23,83,78.0
8432,89,45,78.67500000000001
8469,14,82,78.0
8476,65,81,
8482,30,41,78.0
8496,34,56,
8512,65,20,78.0
8623,5,79,78.0
8653,50,65,
8669,82,86,78.0
