,x,y,value
12,43,36,
16,77,84,
82,8,88,-1.0
119,8,47,0.0
123,32,57,
124,86,71,-1.0
132,19,36,-1.0
336,66,31,-1.0
432,55,80,
446,51,47,
449,88,87,0.0
465,15,5,-1.0
469,45,57,
472,0,41,-1.0
513,27,30,-1.0
671,13,87,-1.0
675,20,42,-1.0
716,79,20,-1.0
842,27,13,-1.0
869,59,74,
889,28,96,-1.0
902,22,58,-1.0
908,75,1,-1.0
928,34,67,
937,20,83,-1.0
981,92,76,-1.0
995,22,48,-1.0
1049,13,29,-1.0
1062,55,50,
1117,4,60,-1.0
1151,53,83,
1176,8,19,-1.0
1181,21,0,-1.0
1186,97,79,-1.0
1244,95,74,-1.0
1245,84,93,-1.0
1287,84,23,-1.0
1310,74,60,-1.0
1343,59,49,
1374,1,19,-1.0
1375,55,63,
1398,76,62,-1.0
1408,73,58,-1.0
1454,34,87,-1.0
1461,13,5,-1.0
1490,85,67,-1.0
1493,29,54,
1544,10,17,-1.0
1567,86,66,-1.0
1603,88,65,-1.0
1620,2,63,-1.0
1671,70,37,-1.0
1712,36,63,
1718,63,68,
1754,19,81,-1.0
1772,56,57,
1788,9,71,-1.0
1800,36,98,-1.0
1837,63,56,
1893,74,49,-1.0
1960,65,49,
1976,58,9,-1.0
1988,9,74,-1.0
2009,35,70,
2024,63,32,-1.0
2072,49,15,-1.0
2103,7,46,-1.0
2121,99,51,-1.0
2182,14,28,-1.0
2196,96,92,-1.0
2268,23,38,-1.0
2279,15,62,-1.0
2351,2,97,-1.0
2395,85,52,-1.0
2408,44,23,-1.0
2412,3,91,-1.0
2427,89,87,0.0
2456,21,86,-1.0
2458,49,39,
2459,47,80,
2515,91,38,-1.0
2536,72,42,-0.30000000000000004
2541,56,95,-1.0
2543,96,17,-1.0
2575,74,80,
2578,32,83,-1.0
2609,50,31,
2615,96,18,-1.0
2619,95,13,-1.0
2661,78,75,-1.0
2720,71,21,-1.0
2888,7,13,-1.0
2910,4,68,-1.0
2924,54,15,-1.0
2961,75,4,-1.0
2988,46,35,
3006,8,75,-1.0
3014,20,0,-1.0
3017,52,43,
3026,87,39,-1.0
3031,23,13,-1.0
3042,96,6,-1.0
3045,76,8,-1.0
3096,92,39,-1.0
3141,65,32,-1.0
3151,29,7,-1.0
3179,1,58,-1.0
3221,35,5,-1.0
3263,90,82,-1.0
3327,33,99,-1.0
3336,30,80,-1.0
3345,13,11,-1.0
3348,27,69,-1.0
3396,98,60,-1.0
3405,78,63,-1.0
3408,92,33,-1.0
3412,87,37,-1.0
3554,16,79,-1.0
3581,62,10,-1.0
3604,4,79,-1.0
3631,71,67,-1.0
3732,49,25,-1.0
3765,73,70,-1.0
3777,61,35,-1.0
3830,7,17,-1.0
3859,19,48,-1.0
3917,45,26,
4011,94,48,-1.0
4018,57,78,
4046,41,91,-1.0
4068,71,6,-1.0
4074,72,32,-1.0
4082,16,8,-1.0
4130,60,49,
4227,28,48,-1.0
4232,52,72,
4258,82,47,-1.0
4259,22,76,-1.0
4274,38,72,
4285,58,65,
4296,2,46,-1.0
4370,3,12,-1.0
4371,39,65,
4383,51,70,
4402,93,69,-1.0
4405,97,58,-1.0
4414,64,91,-1.0
4467,36,94,-1.0
4510,39,46,
4531,50,91,-1.0
4562,35,10,-1.0
4583,32,8,-1.0
4604,21,29,-1.0
4623,16,56,-1.0
4643,0,56,-1.0
4665,89,18,-1.0
4671,96,41,-1.0
4675,3,23,-1.0
4704,56,25,-1.0
4744,31,56,
4747,60,23,-1.0
4758,77,45,-1.0
4776,53,18,-1.0
4822,73,85,
4839,4,23,-1.0
4856,65,89,-1.0
4867,12,39,
4918,85,61,-1.0
4939,9,23,-1.0
4962,67,91,-1.0
4965,28,50,-1.0
4970,68,2,-1.0
5040,18,43,-1.0
5042,20,6,-1.0
5051,22,55,-1.0
5115,94,97,-1.0
5127,45,85,
5132,14,83,-1.0
5139,59,78,
5171,38,94,-1.0
5276,30,62,
5279,15,86,-1.0
5300,74,16,-1.0
5326,55,88,
5341,49,86,
5422,9,88,-1.0
5446,32,82,-1.0
5465,35,43,-1.0
5478,14,18,-1.0
5482,72,3,-1.0
5491,65,13,-1.0
5579,71,44,-1.0
5594,64,6,-1.0
5627,49,28,-1.0
5654,31,81,-1.0
5712,53,95,-1.0
5724,70,18,-1.0
5730,39,19,
5757,61,33,-1.0
5774,74,23,-1.0
5779,0,62,-1.0
5849,29,57,
5851,15,25,-1.0
5876,70,80,
5878,49,2,-1.0
5885,42,22,
5902,41,30,
5904,18,54,-1.0
5905,54,12,-1.0
5933,17,76,-1.0
5970,35,18,
6005,16,45,-1.0
6068,96,69,-1.0
6077,89,77,-1.0
6124,61,73,
6144,17,13,-1.0
6148,30,4,-1.0
6172,91,46,-1.0
6210,24,45,-1.0
6216,70,34,-1.0
6217,29,40,-1.0
6268,19,58,-1.0
6331,46,80,
6343,12,26,-1.0
6427,53,16,-1.0
6433,73,83,
6434,67,25,-1.0
6448,68,59,
6462,82,86,-1.0
6487,47,57,
6489,24,91,-1.0
6500,12,78,-1.0
6574,0,81,-1.0
6642,7,5,-1.0
6649,53,92,-1.0
6663,42,96,-1.0
6665,99,74,-1.0
6677,91,84,-1.0
6692,65,59,
6700,89,44,-1.0
6707,85,13,-1.0
6710,9,82,-1.0
6733,58,15,-1.0
6744,86,60,-1.0
6782,96,55,-1.0
6830,98,15,-1.0
6883,10,66,-1.0
6898,20,84,-1.0
6908,61,5,-1.0
6940,84,87,-1.0
6965,36,23,
6999,62,41,
7086,30,11,
7132,49,14,-1.0
7183,40,46,
7196,63,50,
7232,90,64,-1.0
7280,47,95,-1.0
7352,45,73,
7386,76,69,-1.0
7397,24,15,-1.0
7404,77,40,-0.30000000000000004
7424,8,77,-1.0
7432,68,58,
7440,79,17,-1.0
7469,0,8,-0.5
7470,98,11,-1.0
7525,5,82,-1.0
7527,45,47,
7536,52,17,-1.0
7542,82,20,-1.0
7558,74,32,-1.0
7640,86,29,-1.0
7643,82,93,-1.0
7646,97,11,-1.0
7662,20,75,-1.0
7727,6,78,-1.0
7746,36,18,
7797,7,58,-1.0
7817,58,64,
7843,55,73,
7851,51,56,
7856,11,17,-1.0
7871,12,65,-1.0
7886,73,52,-1.0
7906,12,11,-1.0
7937,95,87,0.0
7973,82,32,-1.0
7976,53,36,
8005,97,33,-1.0
8069,26,8,-1.0
8133,37,20,
8135,61,9,-1.0
8164,99,92,-1.0
8225,18,74,-1.0
8276,37,23,
8330,22,49,-1.0
8427,15,72,-1.0
8508,68,40,
8533,83,68,-1.0
8541,89,76,-1.0
8544,25,69,-1.0
8545,51,74,
8562,19,55,-1.0
8581,6,39,
8582,70,45,-1.0
8615,58,71,
8626,33,25,
8647,67,7,-1.0
8654,95,71,-1.0
8690,28,72,-1.0
8696,98,3,-1.0
8716,69,26,-1.0
8721,18,40,-1.0
8724,45,53,
8735,31,62,
8738,90,20,-1.0
8752,83,13,-1.0
8840,83,51,-1.0
8892,7,87,-1.0
8974,7,12,-1.0
8985,73,3,-1.0
8993,60,53,
9008,45,18,-1.0
9014,99,9,-1.0
9076,38,1,-1.0
9092,86,88,0.0
9117,84,52,-1.0
9124,54,8,-1.0
9170,7,24,-1.0
9200,69,5,-1.0
9282,59,69,
9289,47,74,
9314,18,32,-1.0
9438,79,95,-1.0
9441,58,67,
9487,12,9,-1.0
9493,30,83,-1.0
9524,78,85,
9528,72,30,-1.0
9570,66,47,
9583,13,8,-1.0
9606,20,53,-1.0
9618,12,3,-1.0
9640,3,89,-1.0
9732,90,23,-1.0
9736,12,37,
9747,92,53,-1.0
9774,51,65,
9780,7,92,-1.0
9786,3,84,-1.0
9814,86,76,-1.0
9819,50,61,
9831,37,79,-1.0
9871,34,7,-1.0
9888,26,57,
9890,43,97,-1.0
9899,52,80,
9915,56,30,-1.0
9934,31,82,-1.0
9956,16,44,-1.0
9963,50,26,-1.0
9990,9,14,-1.0
10080,61,46,
10092,11,82,-1.0
10120,7,97,-1.0
10186,2,28,-1.0
10354,46,59,
10490,93,42,-1.0
10493,26,79,-1.0
10518,85,79,-1.0
10541,11,74,-1.0
10637,48,29,
10657,48,13,-1.0
10739,33,28,
10799,80,91,-1.0
10814,11,9,-1.0
10864,23,40,-1.0
10885,54,48,
10916,81,0,-1.0
10955,62,34,-1.0
11040,31,77,-1.0
11059,54,38,
11076,69,89,-1.0
11082,47,63,
11140,36,54,
11151,43,90,-1.0
11173,57,4,-1.0
11203,92,77,-1.0
11230,17,55,-1.0
11244,27,51,-1.0
11245,72,73,
11252,66,10,-1.0
11255,3,1,-1.0
11278,84,86,-1.0
11320,80,62,-1.0
11323,41,28,
11329,23,5,-1.0
11447,84,28,-1.0
11465,24,37,-1.0
11479,92,30,-1.0
11482,95,75,-1.0
11510,4,19,-1.0
11512,48,67,
11518,78,81,
11524,7,75,-1.0
