,x,y,value
37,46,25,-1.0
41,73,31,-1.0
98,80,83,-1.0
110,7,1,-1.0
144,28,49,-1.0
154,1,46,-1.0
160,87,81,-1.0
261,41,84,
342,30,94,-1.0
347,82,53,-1.0
348,81,25,-1.0
379,20,6,-1.0
428,35,92,-1.0
435,65,13,-1.0
466,5,13,-1.0
470,61,76,
491,47,56,
594,95,56,-1.0
621,78,23,-1.0
672,31,70,
798,71,65,-1.0
807,13,78,-1.0
822,83,8,-1.0
857,40,10,-1.0
888,36,37,
896,75,8,-1.0
923,8,55,-1.0
953,35,57,
957,14,69,-1.0
972,78,29,-1.0
1009,31,79,-1.0
1044,99,6,-1.0
1053,80,18,-1.0
1089,50,6,-1.0
1093,96,74,-1.0
1099,97,96,-1.0
1106,50,17,-1.0
1109,78,63,-1.0
1138,92,83,-1.0
1219,51,63,
1248,34,55,
1288,15,16,-1.0
1406,19,34,-1.0
1413,65,96,-1.0
1414,90,98,-1.0
1418,10,88,-1.0
1474,33,76,-1.0
1478,46,1,-1.0
1479,5,15,-1.0
1495,67,8,-1.0
1587,9,49,0.0
1650,61,31,-1.0
1659,1,66,-1.0
1694,33,60,
1725,65,80,
1726,14,76,-1.0
1740,38,0,-1.0
1860,7,2,-1.0
1894,42,17,-1.0
1932,51,38,
1967,56,11,-1.0
1977,14,2,-1.0
2007,65,76,
2014,41,94,-1.0
2087,78,75,-1.0
2115,59,96,-1.0
2168,23,17,-1.0
2173,63,38,
2255,46,34,
2282,69,94,-1.0
2315,44,43,
2359,1,17,-1.0
2457,83,36,-1.0
2492,60,79,
2525,98,69,-1.0
2579,53,38,
2606,5,16,-1.0
2632,7,52,0.0
2656,80,36,-1.0
2767,41,96,-1.0
2768,65,6,-1.0
2770,2,54,-1.0
2805,74,17,-1.0
2833,30,68,
2859,87,63,-1.0
3009,42,31,
3010,59,61,
3016,49,57,
3036,1,69,-1.0
3048,11,69,-1.0
3068,76,42,-0.30000000000000004
3073,65,31,-1.0
3079,45,34,
3094,86,73,-1.0
3120,98,92,-1.0
3169,5,62,-1.0
3170,79,64,-1.0
3173,1,59,-1.0
3205,9,3,-1.0
3242,50,13,-1.0
3321,73,35,-1.0
3414,17,9,-1.0
3425,22,27,-1.0
3426,7,26,-1.0
3520,95,90,0.0
3531,91,14,-1.0
3569,4,13,-1.0
3645,11,60,-1.0
3702,37,26,
3720,52,67,
3776,32,3,-1.0
3796,92,90,0.0
3876,76,77,
3899,60,45,
3906,30,21,
3912,17,10,-1.0
3926,58,62,
3971,80,96,-1.0
3987,64,17,-1.0
3999,35,90,-1.0
4024,75,0,-1.0
4030,15,99,-1.0
4047,38,68,
4104,92,88,0.0
4142,85,44,-1.0
4190,68,32,-1.0
4191,87,49,-1.0
4222,26,63,
4270,87,30,-1.0
4334,26,37,-1.0
4384,25,59,-1.0
4385,63,46,
4443,23,47,-1.0
4466,81,51,-1.0
4480,70,55,-1.0
4482,74,51,-1.0
4549,58,23,-1.0
4559,6,88,-1.0
4561,5,37,-1.0
4596,23,88,-1.0
4629,77,3,-1.0
4734,16,48,-1.0
4762,17,61,-1.0
4818,84,40,-1.0
4824,69,65,
4826,95,15,-1.0
4827,38,13,-1.0
4837,48,81,
4850,79,85,
4853,32,97,-1.0
4886,77,62,-1.0
4888,61,88,-1.0
4907,87,6,-1.0
4913,47,54,
4923,38,64,
4925,25,35,-1.0
4936,57,76,
4992,71,80,
4995,83,51,-1.0
5032,56,98,-1.0
5060,65,7,-1.0
5094,69,69,
5098,63,43,
5112,55,0,-1.0
